#Digilent WaveForms Logic Analyzer Bus
#Device Name: Discovery2
#Serial Number: SN:210321B27B48
#Date Time: 2025-07-20 16:38:26.1000

Time (s),Data
-13.064665,80
-13.064525,80
-13.06438,15
-13.064235,80
-13.064095,80
-13.063955,80
-13.063815,80
-13.063675,80
-13.063515,80
-13.063375,80
-13.06323,80
-13.06307,80
-13.062925,80
-13.062775,80
-13.06263,80
-13.06248,15
-13.062335,80
-13.06219,80
-13.06205,80
-13.06191,80
-13.06177,80
-13.06163,80
-13.06149,80
-13.06133,80
-13.06119,80
-13.06105,80
-13.06089,80
-13.06075,15
-13.060605,80
-13.06045,80
-13.06031,80
-13.060165,80
-13.060025,80
-13.059885,80
-13.059725,80
-13.059585,80
-13.059445,80
-13.059305,80
-13.059165,80
-13.05901,80
-13.058865,83
-13.058725,81
-13.058585,81
-13.058445,81
-13.058305,81
-13.058165,81
-13.05801,81
-13.05787,81
-13.05773,81
-13.05759,81
-13.057445,81
-13.057305,81
-13.057165,81
-13.057025,81
-13.056885,81
-13.056745,81
-13.056605,81
-13.05646,81
-13.05632,81
-13.05618,81
-13.05604,81
-13.0559,81
-13.05576,81
-13.05562,81
-13.055475,81
-13.055335,81
-13.055195,81
-13.055055,81
-13.054915,81
-13.054775,81
-13.054635,81
-13.054495,81
-13.054355,81
-13.05421,81
-13.05407,81
-13.05393,81
-13.05379,81
-13.05365,81
-13.05351,81
-13.05337,81
-13.05323,81
-13.053085,81
-13.052945,81
-13.052805,81
-13.052665,81
-13.052525,81
-13.05238,81
-13.052235,81
-13.052095,81
-13.051955,81
-13.051815,81
-13.05167,81
-13.05153,81
-13.05139,81
-13.05125,81
-13.05111,81
-13.05096,81
-13.05081,81
-13.050665,81
-13.05052,81
-13.007725,81
-13.00757,81
-13.007425,81
-13.007285,81
-13.007145,81
-13.007005,81
-13.006865,81
-13.006725,81
-13.006585,81
-13.006445,81
-13.006305,83
-13.00616,80
-13.00602,80
-13.00588,80
-13.00574,80
-13.0056,80
-13.00546,80
-13.00532,80
-13.00518,80
-13.00504,80
-13.004895,80
-13.004755,80
-13.004615,15
-13.004475,80
-13.004335,80
-13.004195,80
-13.004055,80
-13.003915,80
-13.003775,80
-13.003635,80
-13.003495,80
-13.003355,80
-13.003215,80
-13.003075,80
-13.002935,80
-13.002795,15
-13.002655,80
-13.002515,80
-13.00237,80
-13.00223,80
-13.00209,80
-13.00195,80
-13.00181,80
-13.001665,80
-13.001525,80
-13.001385,80
-13.001245,80
-13.001105,15
-13.000955,80
-13.00081,80
-13.00066,80
-13.000515,80
-13.000365,80
-12.99997,80
-12.99983,80
-12.99969,80
-12.99955,80
-12.99941,80
-12.99927,80
-12.999125,80
-12.998985,15
-12.998845,80
-12.998705,80
-12.998565,80
-12.998425,80
-12.998285,80
-12.998145,80
-12.998,80
-12.99786,80
-12.99772,80
-12.99758,80
-12.99744,80
-12.9973,15
-12.99716,80
-12.99702,80
-12.996875,80
-12.996735,80
-12.996595,80
-12.996455,80
-12.996315,80
-12.996175,80
-12.996015,80
-12.995875,80
-12.995735,80
-12.995595,80
-12.995455,15
-12.99531,80
-12.99517,80
-12.99503,80
-12.99489,80
-12.99475,80
-12.99461,80
-12.99447,80
-12.99433,80
-12.994185,80
-12.994045,80
-12.993905,80
-12.993765,15
-12.993625,80
-12.993485,80
-12.993345,80
-12.993205,80
-12.993065,80
-12.99292,80
-12.99278,80
-12.99264,80
-12.9925,80
-12.99236,80
-12.99222,80
-12.99208,80
-12.99194,15
-12.991795,80
-12.991655,80
-12.991515,80
-12.991375,80
-12.991235,80
-12.991095,80
-12.990955,80
-12.990815,80
-12.99067,80
-12.99053,80
-12.99039,80
-12.990245,15
-12.990105,80
-12.989965,80
-12.989825,80
-12.989685,80
-12.989545,80
-12.989405,80
-12.989265,80
-12.989125,80
-12.98898,80
-12.988835,80
-12.98869,80
-12.988545,80
-12.9884,15
-12.98826,80
-12.98812,80
-12.98798,80
-12.98784,80
-12.9877,80
-12.98756,80
-12.98742,80
-12.987275,80
-12.987135,80
-12.986995,80
-12.986855,80
-12.986715,15
-12.986575,80
-12.986435,80
-12.986295,80
-12.98615,80
-12.98601,80
-12.98587,80
-12.98573,80
-12.98559,80
-12.98545,80
-12.98531,80
-12.985165,80
-12.985025,80
-12.984885,15
-12.984745,80
-12.984605,80
-12.984465,80
-12.984325,80
-12.98418,80
-12.98404,80
-12.9839,80
-12.98376,80
-12.98313,80
-12.98298,80
-12.982835,80
-12.98269,15
-12.98255,80
-12.98241,80
-12.982265,80
-12.982125,80
-12.981985,80
-12.981845,80
-12.981705,80
-12.981565,80
-12.981425,80
-12.981285,80
-12.98114,80
-12.981,80
-12.98086,15
-12.9807,80
-12.98056,80
-12.9804,80
-12.98026,80
-12.98012,80
-12.97996,80
-12.97982,80
-12.97968,80
-12.97954,80
-12.9794,80
-12.97924,80
-12.9791,15
-12.97896,80
-12.9788,80
-12.97866,80
-12.97852,80
-12.978375,80
-12.97823,80
-12.97807,80
-12.97793,80
-12.97777,80
-12.97763,80
-12.97749,80
-12.97735,80
-12.977205,15
-12.977065,80
-12.97692,80
-12.976775,80
-12.976625,80
-12.97648,80
-12.976335,80
-12.97619,80
-12.97605,80
-12.97591,80
-12.97577,80
-12.97563,80
-12.97549,15
-12.97535,80
-12.97521,80
-12.97507,80
-12.97493,80
-12.97479,80
-12.97465,80
-12.97451,80
-12.97437,80
-12.97423,80
-12.97409,80
-12.97395,80
-12.97381,80
-12.973665,15
-12.973525,80
-12.973385,80
-12.973245,80
-12.973105,80
-12.972965,80
-12.972825,80
-12.972685,80
-12.972545,80
-12.972405,80
-12.97226,80
-12.97212,80
-12.97198,15
-12.97184,80
-12.9717,80
-12.97156,80
-12.97142,80
-12.97128,80
-12.971135,80
-12.970995,80
-12.970855,80
-12.970715,80
-12.970575,80
-12.970435,80
-12.970295,80
-12.970155,83
-12.97001,81
-12.96987,81
-12.96973,81
-12.96959,81
-12.96945,81
-12.96931,81
-12.96917,81
-12.96903,81
-12.968885,81
-12.968745,81
-12.968605,81
-12.968465,81
-12.968325,81
-12.968185,81
-12.968045,81
-12.967905,81
-12.96776,81
-12.96762,81
-12.96748,81
-12.96734,81
-12.9672,81
-12.96706,81
-12.966625,81
-12.966485,81
-12.96634,81
-12.9662,81
-12.96606,81
-12.96592,81
-12.96578,81
-12.965635,81
-12.965495,81
-12.965355,81
-12.965215,81
-12.96507,81
-12.964925,81
-12.96478,81
-12.96463,81
-12.964485,81
-12.96434,81
-12.964195,81
-12.964035,81
-12.963895,81
-12.963755,81
-12.963615,81
-12.963475,81
-12.963335,81
-12.963195,81
-12.96305,81
-12.96291,81
-12.96277,81
-12.96263,81
-12.96249,81
-12.96235,81
-12.96221,81
-12.96207,81
-12.96193,81
-12.96179,81
-12.96165,81
-12.96151,81
-12.95689,81
-12.95675,81
-12.956605,81
-12.956465,81
-12.956325,81
-12.956185,81
-12.956045,81
-12.955905,81
-12.955765,81
-12.95562,81
-12.95548,83
-12.95534,83
-12.9552,83
-12.95506,80
-12.95492,80
-12.95478,80
-12.95464,80
-12.954495,80
-12.954355,80
-12.95421,80
-12.95407,80
-12.95393,80
-12.95379,15
-12.953645,80
-12.953505,80
-12.953365,80
-12.953225,80
-12.953085,80
-12.952935,80
-12.95279,80
-12.952645,80
-12.952495,80
-12.952345,80
-12.9522,80
-12.95206,80
-12.95192,83
-12.95178,80
-12.95164,80
-12.951495,80
-12.951355,80
-12.951215,80
-12.951075,80
-12.950935,80
-12.950795,80
-12.950655,80
-12.950515,80
-12.95037,80
-12.94791,15
-12.94777,80
-12.94763,80
-12.94749,80
-12.94735,80
-12.94721,80
-12.94707,80
-12.94693,80
-12.94679,80
-12.94665,80
-12.94651,80
-12.94637,80
-12.94623,80
-12.946085,83
-12.945945,80
-12.945805,80
-12.945665,80
-12.945525,80
-12.945385,80
-12.945245,80
-12.945105,80
-12.944965,80
-12.944825,80
-12.94468,80
-12.94454,80
-12.9444,15
-12.94426,80
-12.94412,80
-12.94398,80
-12.94384,80
-12.943695,80
-12.943555,80
-12.943415,80
-12.943275,80
-12.943135,80
-12.942995,80
-12.942855,80
-12.942715,80
-12.942575,83
-12.942435,80
-12.94229,80
-12.94215,80
-12.94201,80
-12.94187,80
-12.94173,80
-12.94159,80
-12.94145,80
-12.941305,80
-12.94116,80
-12.94102,80
-12.94088,15
-12.94074,80
-12.9406,80
-12.940455,80
-12.940315,80
-12.940175,80
-12.940035,80
-12.939885,80
-12.93974,80
-12.93959,80
-12.939445,80
-12.939295,80
-12.939155,80
-12.939015,83
-12.93887,80
-12.93873,80
-12.93859,80
-12.93845,80
-12.93831,80
-12.93817,80
-12.938025,80
-12.937885,80
-12.937745,80
-12.937605,80
-12.937465,80
-12.937325,15
-12.937185,80
-12.937045,80
-12.936905,80
-12.93676,80
-12.93662,80
-12.93648,80
-12.93634,80
-12.9362,80
-12.93606,80
-12.93592,80
-12.935775,80
-12.935635,83
-12.935495,83
-12.935355,83
-12.935215,80
-12.935075,80
-12.934935,80
-12.934795,80
-12.934655,80
-12.934515,80
-12.934375,80
-12.934235,80
-12.934095,80
-12.933955,80
-12.933815,15
-12.933675,80
-12.920275,80
-12.920135,80
-12.919995,80
-12.919855,80
-12.919715,80
-12.919575,80
-12.919435,80
-12.919295,80
-12.919155,80
-12.919015,80
-12.918875,80
-12.918735,83
-12.918595,80
-12.918455,80
-12.918315,80
-12.91817,80
-12.91803,80
-12.91789,80
-12.91775,80
-12.91761,80
-12.91747,80
-12.91733,80
-12.91719,80
-12.917045,15
-12.91645,80
-12.916305,80
-12.916155,80
-12.91601,80
-12.91587,80
-12.91573,80
-12.91559,80
-12.91545,80
-12.9153,80
-12.91516,80
-12.91502,80
-12.91488,80
-12.91474,83
-12.9146,80
-12.914455,80
-12.914315,80
-12.914175,80
-12.91403,80
-12.913885,80
-12.913735,80
-12.91359,80
-12.91344,80
-12.913295,80
-12.913155,80
-12.913015,15
-12.912875,80
-12.91273,80
-12.91259,80
-12.91245,80
-12.91231,80
-12.91217,80
-12.91203,80
-12.91189,80
-12.91175,80
-12.91161,80
-12.911465,80
-12.911325,80
-12.911185,83
-12.911045,80
-12.910905,80
-12.910765,80
-12.910625,80
-12.910485,80
-12.91034,80
-12.9102,80
-12.91006,80
-12.90992,80
-12.90978,80
-12.90964,80
-12.9095,15
-12.90936,80
-12.909215,80
-12.909075,80
-12.908935,80
-12.908795,80
-12.908655,80
-12.908515,80
-12.908375,80
-12.908235,80
-12.90809,80
-12.90795,80
-12.90781,80
-12.90767,83
-12.90753,80
-12.90739,80
-12.90725,80
-12.90711,80
-12.90697,80
-12.906825,80
-12.906685,80
-12.906545,80
-12.906405,80
-12.906265,80
-12.906125,80
-12.905985,15
-12.905845,80
-12.905705,80
-12.905565,80
-12.905425,80
-12.905285,80
-12.905145,80
-12.905005,80
-12.904865,80
-12.898895,80
-12.898755,80
-12.898595,83
-12.898455,83
-12.898315,83
-12.898175,81
-12.898035,81
-12.897895,81
-12.897755,81
-12.897615,81
-12.89747,81
-12.897315,81
-12.897175,81
-12.89703,81
-12.89689,81
-12.89675,81
-12.89661,81
-12.89647,81
-12.89633,81
-12.89619,81
-12.89605,81
-12.895905,81
-12.895765,81
-12.895625,81
-12.895485,81
-12.895345,81
-12.895205,81
-12.895065,81
-12.894925,81
-12.89478,81
-12.89464,81
-12.8945,81
-12.89436,81
-12.89422,81
-12.89408,81
-12.89394,81
-12.8938,81
-12.893655,81
-12.893515,81
-12.893375,81
-12.893235,81
-12.893095,81
-12.892955,81
-12.892815,81
-12.892675,81
-12.892535,81
-12.892395,81
-12.892255,81
-12.892115,81
-12.891975,81
-12.891835,81
-12.891695,81
-12.891555,81
-12.891415,81
-12.891275,81
-12.891135,81
-12.890995,81
-12.890855,81
-12.890715,81
-12.890575,81
-12.89043,81
-12.890285,81
-12.890145,81
-12.890005,81
-12.885305,81
-12.885165,81
-12.885025,81
-12.884885,81
-12.884745,81
-12.884605,81
-12.88446,81
-12.88432,81
-12.88418,81
-12.88404,81
-12.8839,83
-12.88376,80
-12.883125,80
-12.882975,80
-12.88283,80
-12.88268,80
-12.88254,80
-12.8824,80
-12.88226,80
-12.88212,80
-12.88198,80
-12.88184,80
-12.8817,15
-12.88156,80
-12.88142,80
-12.881275,80
-12.881135,80
-12.880995,80
-12.880855,80
-12.880715,80
-12.880575,80
-12.880435,80
-12.880295,80
-12.88015,80
-12.88001,80
-12.87987,15
-12.87973,80
-12.87959,80
-12.87945,80
-12.87931,80
-12.87917,80
-12.87903,80
-12.87889,80
-12.87875,80
-12.87861,80
-12.87847,80
-12.878325,80
-12.878185,15
-12.878045,80
-12.877905,80
-12.877765,80
-12.877625,80
-12.877485,80
-12.877345,80
-12.877205,80
-12.87706,80
-12.876915,80
-12.876765,80
-12.87662,80
-12.876475,80
-12.87633,15
-12.87619,80
-12.87605,80
-12.87591,80
-12.875765,80
-12.875625,80
-12.875485,80
-12.875345,80
-12.875205,80
-12.875065,80
-12.874925,80
-12.874785,80
-12.87464,15
-12.8745,80
-12.87436,80
-12.87422,80
-12.87408,80
-12.87394,80
-12.8738,80
-12.87366,80
-12.873515,80
-12.873375,80
-12.873235,80
-12.873095,80
-12.872955,80
-12.872815,15
-12.872675,80
-12.87253,80
-12.87239,80
-12.87225,80
-12.87211,80
-12.87197,80
-12.87183,80
-12.87169,80
-12.87155,80
-12.87141,80
-12.871265,80
-12.871125,15
-12.870985,80
-12.870845,80
-12.870705,80
-12.870565,80
-12.870425,80
-12.870285,80
-12.852905,80
-12.852755,80
-12.85261,80
-12.85246,80
-12.852315,80
-12.852175,15
-12.85203,80
-12.85189,80
-12.85175,80
-12.85161,80
-12.85147,80
-12.85133,80
-12.85119,80
-12.85105,80
-12.85091,80
-12.85077,80
-12.85063,80
-12.85049,15
-12.85035,80
-12.84791,80
-12.847755,80
-12.84761,80
-12.84747,80
-12.84733,80
-12.84717,80
-12.84703,80
-12.84689,80
-12.84675,80
-12.84659,80
-12.84645,80
-12.84631,15
-12.84617,80
-12.84601,80
-12.84587,80
-12.84573,80
-12.84559,80
-12.84543,80
-12.84529,80
-12.84515,80
-12.84499,80
-12.844845,80
-12.844705,80
-12.844565,15
-12.844405,80
-12.844265,80
-12.844125,80
-12.843965,80
-12.843825,80
-12.843685,80
-12.843545,80
-12.843385,80
-12.843245,80
-12.843105,80
-12.842945,80
-12.842805,80
-12.842665,15
-12.84252,80
-12.84238,80
-12.842235,80
-12.842095,80
-12.841935,80
-12.841795,80
-12.841655,80
-12.841515,80
-12.84137,80
-12.84123,80
-12.84109,80
-12.840945,15
-12.840795,80
-12.84065,80
-12.8405,80
-12.840355,80
-12.84021,80
-12.840065,80
-12.83991,80
-12.83977,80
-12.839625,80
-12.839485,80
-12.839345,80
-12.839205,80
-12.839065,15
-12.838925,80
-12.838785,80
-12.838645,80
-12.8385,80
-12.83836,80
-12.83822,80
-12.83808,80
-12.83794,80
-12.8378,80
-12.83766,80
-12.837515,80
-12.837375,15
-12.837235,80
-12.837095,80
-12.836955,80
-12.836815,80
-12.836675,80
-12.836535,80
-12.836395,80
-12.836255,80
-12.836115,80
-12.835975,80
-12.835835,80
-12.835695,80
-12.835555,15
-12.835415,80
-12.835275,80
-12.835135,80
-12.834995,80
-12.834855,80
-12.834715,80
-12.83457,80
-12.83443,80
-12.83429,80
-12.83415,80
-12.83401,80
-12.83387,15
-12.83373,80
-12.83328,80
-12.83314,80
-12.832995,80
-12.832855,80
-12.832715,80
-12.832575,80
-12.832435,80
-12.832295,80
-12.832155,80
-12.832015,80
-12.831875,80
-12.83173,15
-12.83159,80
-12.83145,80
-12.83131,80
-12.83117,80
-12.83103,80
-12.83089,80
-12.83075,80
-12.83061,80
-12.830465,80
-12.830325,80
-12.830185,80
-12.830045,15
-12.829905,80
-12.829765,80
-12.829625,80
-12.829485,80
-12.82934,80
-12.8292,80
-12.829055,80
-12.828915,80
-12.828775,80
-12.828635,80
-12.828495,80
-12.82835,80
-12.82821,83
-12.82807,81
-12.827925,81
-12.827775,81
-12.82763,81
-12.82748,81
-12.827335,81
-12.82719,81
-12.82705,81
-12.82691,81
-12.82677,81
-12.82663,81
-12.82649,81
-12.82635,81
-12.82621,81
-12.82605,81
-12.82591,81
-12.825765,81
-12.82561,81
-12.82547,81
-12.825325,81
-12.825185,81
-12.825025,81
-12.824885,81
-12.824745,81
-12.824605,81
-12.824465,81
-12.824305,81
-12.824165,81
-12.824025,81
-12.823865,81
-12.823725,81
-12.823585,81
-12.823445,81
-12.823285,81
-12.823145,81
-12.823005,81
-12.822865,81
-12.822725,81
-12.822585,81
-12.822445,81
-12.822305,81
-12.822165,81
-12.822025,81
-12.821885,81
-12.821745,81
-12.821605,81
-12.821465,81
-12.821325,81
-12.82118,81
-12.82104,81
-12.8209,81
-12.82076,81
-12.82062,81
-12.820475,81
-12.820335,81
-12.820195,81
-12.820055,81
-12.819915,81
-12.819775,81
-12.81382,81
-12.81368,81
-12.81354,81
-12.8134,81
-12.813255,81
-12.813115,81
-12.812975,81
-12.812835,81
-12.812695,81
-12.812555,81
-12.812415,83
-12.812275,80
-12.81213,80
-12.81199,80
-12.81185,80
-12.81171,80
-12.81157,80
-12.81143,80
-12.81129,80
-12.81115,80
-12.811005,80
-12.810865,80
-12.810725,15
-12.810585,80
-12.810445,80
-12.810305,80
-12.81016,80
-12.81002,80
-12.80988,80
-12.80974,80
-12.8096,80
-12.80946,80
-12.80932,80
-12.80918,80
-12.80904,80
-12.8089,15
-12.80876,80
-12.80862,80
-12.80848,80
-12.80834,80
-12.8082,80
-12.80806,80
-12.80792,80
-12.80778,80
-12.80764,80
-12.8075,80
-12.80736,80
-12.80722,15
-12.807075,80
-12.806935,80
-12.806795,80
-12.806655,80
-12.806515,80
-12.806375,80
-12.80623,80
-12.80609,80
-12.80595,80
-12.80581,80
-12.80567,80
-12.80553,80
-12.805385,15
-12.80524,80
-12.805085,80
-12.80494,80
-12.8048,80
-12.80466,80
-12.80452,80
-12.80438,80
-12.804235,80
-12.804095,80
-12.80395,80
-12.803805,80
-12.803655,15
-12.803505,80
-12.80336,80
-12.803215,80
-12.803075,80
-12.802915,80
-12.802775,80
-12.802635,80
-12.80249,80
-12.80235,80
-12.80221,80
-12.80207,80
-12.80193,80
-12.80179,15
-12.80165,80
-12.80151,80
-12.801365,80
-12.801225,80
-12.801085,80
-12.800945,80
-12.800805,80
-12.800665,80
-12.800525,80
-12.800385,80
-12.79995,80
-12.79981,15
-12.79967,80
-12.79953,80
-12.79939,80
-12.79925,80
-12.79911,80
-12.79897,80
-12.798825,80
-12.798685,80
-12.798545,80
-12.798405,80
-12.798265,80
-12.798125,80
-12.797985,15
-12.797845,80
-12.797705,80
-12.79756,80
-12.79742,80
-12.79728,80
-12.79714,80
-12.797,80
-12.79686,80
-12.79672,80
-12.79658,80
-12.79644,80
-12.796295,15
-12.796155,80
-12.796015,80
-12.795875,80
-12.795735,80
-12.795595,80
-12.77894,80
-12.778795,80
-12.778645,80
-12.7785,80
-12.778355,80
-12.77821,80
-12.77807,80
-12.77793,15
-12.77779,80
-12.77765,80
-12.77751,80
-12.77737,80
-12.77723,80
-12.77709,80
-12.776945,80
-12.776805,80
-12.776665,80
-12.776525,80
-12.776385,80
-12.776245,15
-12.776105,80
-12.775965,80
-12.77582,80
-12.77568,80
-12.77554,80
-12.7754,80
-12.77526,80
-12.77512,80
-12.77498,80
-12.774835,80
-12.774695,80
-12.774555,80
-12.774415,15
-12.774275,80
-12.774135,80
-12.773995,80
-12.773855,80
-12.773715,80
-12.77357,80
-12.77343,80
-12.77329,80
-12.77315,80
-12.77301,80
-12.77287,80
-12.77273,15
-12.77259,80
-12.772445,80
-12.772305,80
-12.772145,80
-12.772005,80
-12.771865,80
-12.771705,80
-12.771565,80
-12.771425,80
-12.771285,80
-12.771125,80
-12.770985,80
-12.770845,15
-12.770705,80
-12.77056,80
-12.770405,80
-12.77026,80
-12.77012,80
-12.76998,80
-12.76982,80
-12.76968,80
-12.76954,80
-12.7694,80
-12.76924,80
-12.7691,15
-12.76896,80
-12.76882,80
-12.76868,80
-12.76852,80
-12.768375,80
-12.768235,80
-12.76809,80
-12.76793,80
-12.76779,80
-12.76765,80
-12.76751,80
-12.76737,80
-12.76721,15
-12.76707,80
-12.766605,80
-12.76646,80
-12.76632,80
-12.76616,80
-12.76602,80
-12.76588,80
-12.76574,80
-12.7656,80
-12.76546,80
-12.765315,80
-12.765175,15
-12.765035,80
-12.764895,80
-12.764755,80
-12.764615,80
-12.764475,80
-12.764335,80
-12.76419,80
-12.76405,80
-12.76391,80
-12.76377,80
-12.76363,80
-12.76349,80
-12.76335,15
-12.76321,80
-12.763065,80
-12.762925,80
-12.762785,80
-12.762645,80
-12.762505,80
-12.762365,80
-12.762225,80
-12.762085,80
-12.76194,80
-12.7618,80
-12.76166,15
-12.76152,80
-12.76138,80
-12.76124,80
-12.7611,80
-12.76096,80
-12.76082,80
-12.76068,80
-12.760535,80
-12.760395,80
-12.760255,80
-12.760115,80
-12.759975,80
-12.759835,83
-12.759695,81
-12.75955,81
-12.75941,81
-12.75927,81
-12.75913,81
-12.75899,81
-12.75885,81
-12.75871,81
-12.75857,81
-12.758425,81
-12.758285,81
-12.758145,81
-12.758005,81
-12.757865,81
-12.757725,81
-12.757585,81
-12.757445,81
-12.7573,81
-12.75716,81
-12.75702,81
-12.75688,81
-12.75674,81
-12.7566,81
-12.75646,81
-12.756315,81
-12.75617,81
-12.75603,81
-12.75589,81
-12.75575,81
-12.755605,81
-12.755465,81
-12.755325,81
-12.755185,81
-12.75504,81
-12.754895,81
-12.75475,81
-12.754605,81
-12.754455,81
-12.75431,81
-12.75417,81
-12.75403,81
-12.75389,81
-12.75375,81
-12.75361,81
-12.75347,81
-12.75333,81
-12.75319,81
-12.75305,81
-12.75291,81
-12.75277,81
-12.75263,81
-12.75249,81
-12.75235,81
-12.75221,81
-12.75207,81
-12.75193,81
-12.75179,81
-12.751645,81
-12.751505,81
-12.7445,81
-12.744355,81
-12.74421,81
-12.74405,81
-12.74391,81
-12.74377,81
-12.74363,81
-12.74349,81
-12.74335,81
-12.74321,81
-12.743065,83
-12.742915,80
-12.74277,80
-12.742625,80
-12.742475,80
-12.74233,80
-12.74219,80
-12.742045,80
-12.741905,80
-12.741765,80
-12.741625,80
-12.741485,80
-12.741345,15
-12.741205,80
-12.741065,80
-12.740925,80
-12.74078,80
-12.74064,80
-12.7405,80
-12.74036,80
-12.74022,80
-12.74008,80
-12.73994,80
-12.7398,80
-12.73966,80
-12.73952,15
-12.73938,80
-12.73924,80
-12.7391,80
-12.73896,80
-12.73882,80
-12.73868,80
-12.73854,80
-12.7384,80
-12.73826,80
-12.73812,80
-12.73798,80
-12.737835,15
-12.737695,80
-12.737555,80
-12.737415,80
-12.737275,80
-12.737135,80
-12.736995,80
-12.736855,80
-12.736715,80
-12.73657,80
-12.73643,80
-12.73629,80
-12.73615,80
-12.73601,15
-12.73587,80
-12.73573,80
-12.73559,80
-12.735445,80
-12.735305,80
-12.735165,80
-12.735025,80
-12.734885,80
-12.734745,80
-12.734605,80
-12.73446,80
-12.73432,15
-12.73418,80
-12.73404,80
-12.7339,80
-12.73376,80
-12.73329,80
-12.73315,80
-12.73301,80
-12.73287,80
-12.73273,80
-12.732585,80
-12.732445,80
-12.7323,80
-12.73216,15
-12.73202,80
-12.73188,80
-12.731735,80
-12.731595,80
-12.731455,80
-12.731315,80
-12.73117,80
-12.731025,80
-12.73088,80
-12.73073,80
-12.730585,80
-12.730435,15
-12.73029,80
-12.73015,80
-12.73001,80
-12.72987,80
-12.72973,80
-12.72959,80
-12.72945,80
-12.729305,80
-12.729165,80
-12.729025,80
-12.728885,80
-12.728745,80
-12.728605,15
-12.728465,80
-12.728325,80
-12.72818,80
-12.72804,80
-12.7279,80
-12.72776,80
-12.72762,80
-12.72748,80
-12.72734,80
-12.7272,80
-12.72706,80
-12.726915,15
-12.726775,80
-12.726635,80
-12.726495,80
-12.726355,80
-12.726215,80
-12.726075,80
-12.725935,80
-12.725795,80
-12.725655,80
-12.725515,80
-12.725375,80
-12.725235,80
-12.725095,15
-12.72495,80
-12.72481,80
-12.72467,80
-12.72453,80
-12.72439,80
-12.72425,80
-12.72411,80
-12.72397,80
-12.72383,80
-12.72369,80
-12.72355,80
-12.71011,80
-12.70997,80
-12.70983,80
-12.70969,80
-12.70955,80
-12.70941,80
-12.70927,80
-12.70913,80
-12.708985,80
-12.708845,80
-12.708705,80
-12.708565,80
-12.708425,15
-12.70828,80
-12.708115,80
-12.707975,80
-12.707835,80
-12.707695,80
-12.707555,80
-12.70741,80
-12.70727,80
-12.70713,80
-12.706985,80
-12.70684,80
-12.706695,15
-12.706545,80
-12.7064,80
-12.706255,80
-12.70611,80
-12.70597,80
-12.70583,80
-12.70569,80
-12.70555,80
-12.70541,80
-12.705265,80
-12.705125,80
-12.704985,80
-12.704845,15
-12.704705,80
-12.704565,80
-12.704425,80
-12.70428,80
-12.70414,80
-12.704,80
-12.70386,80
-12.7037,80
-12.70356,80
-12.70342,80
-12.70328,80
-12.70312,15
-12.70298,80
-12.702835,80
-12.702695,80
-12.70254,80
-12.702395,80
-12.702255,80
-12.702115,80
-12.701955,80
-12.701815,80
-12.701675,80
-12.701515,80
-12.701375,80
-12.701235,15
-12.701095,80
-12.700935,80
-12.700795,80
-12.700655,80
-12.70051,80
-12.700355,80
-12.69994,80
-12.6998,80
-12.69964,80
-12.6995,80
-12.69936,80
-12.69922,15
-12.69908,80
-12.69894,80
-12.6988,80
-12.69866,80
-12.69852,80
-12.69838,80
-12.69824,80
-12.698095,80
-12.697955,80
-12.697815,80
-12.697675,80
-12.697535,80
-12.697395,15
-12.697255,80
-12.697115,80
-12.696975,80
-12.696835,80
-12.696695,80
-12.696555,80
-12.696415,80
-12.696275,80
-12.696135,80
-12.695995,80
-12.695855,80
-12.695715,15
-12.695575,80
-12.695435,80
-12.69529,80
-12.69515,80
-12.695005,80
-12.694865,80
-12.694725,80
-12.694585,80
-12.694445,80
-12.6943,80
-12.69416,80
-12.69402,80
-12.69387,83
-12.693725,81
-12.693575,81
-12.69343,81
-12.693285,81
-12.69314,81
-12.693,81
-12.69286,81
-12.69272,95
-12.692575,95
-12.692435,95
-12.692295,95
-12.692155,95
-12.692015,95
-12.691875,95
-12.691735,95
-12.691595,95
-12.69145,95
-12.69131,95
-12.69117,95
-12.69103,95
-12.69089,95
-12.69075,95
-12.69061,95
-12.69047,95
-12.69033,95
-12.690185,95
-12.690045,95
-12.689905,95
-12.689765,95
-12.689625,95
-12.689485,95
-12.689345,95
-12.6892,95
-12.68906,95
-12.68892,95
-12.68878,95
-12.68864,95
-12.6885,95
-12.68836,95
-12.68822,95
-12.68808,95
-12.687935,95
-12.687795,95
-12.687655,95
-12.687515,95
-12.687375,95
-12.687235,95
-12.687095,95
-12.686955,95
-12.68681,95
-12.68667,95
-12.68653,95
-12.68639,81
-12.68625,81
-12.68611,81
-12.68597,81
-12.68583,81
-12.685685,81
-12.685545,81
-12.680355,81
-12.68021,81
-12.68007,81
-12.67993,81
-12.67979,81
-12.679645,81
-12.679505,81
-12.679365,81
-12.679225,81
-12.679085,81
-12.678945,83
-12.6788,80
-12.67866,80
-12.67852,80
-12.67838,80
-12.67824,80
-12.6781,80
-12.67796,80
-12.67782,80
-12.67768,80
-12.67754,80
-12.677395,80
-12.677255,15
-12.677115,80
-12.676975,80
-12.676835,80
-12.676695,80
-12.676555,80
-12.676415,80
-12.676275,80
-12.67613,80
-12.67599,80
-12.67585,80
-12.67571,80
-12.67557,80
-12.67543,15
-12.67529,80
-12.67515,80
-12.675005,80
-12.674865,80
-12.674725,80
-12.674585,80
