#Digilent WaveForms Logic Analyzer Bus
#Device Name: Discovery2
#Serial Number: SN:210321B27B48
#Date Time: 2025-07-20 16:38:26.1000

Time (s),Data
-16.11054,80
-16.110395,80
-16.110245,80
-16.110105,80
-16.109965,80
-16.109825,80
-16.109685,80
-16.109545,80
-16.109405,80
-16.109265,15
-16.109125,80
-16.108985,15
-16.108845,15
-16.1087,80
-16.10856,15
-16.10842,15
-16.10828,15
-16.10814,15
-16.108,15
-16.10786,15
-16.10772,15
-16.107575,15
-16.107435,80
-16.107295,80
-16.107155,80
-16.107015,80
-16.106875,80
-16.106735,80
-16.106595,80
-16.106455,80
-16.10631,80
-16.10617,80
-16.10603,80
-16.10589,80
-16.10575,15
-16.10561,15
-16.10547,15
-16.10533,15
-16.105185,15
-16.105045,15
-16.104905,15
-16.104765,15
-16.104625,15
-16.104485,15
-16.104345,15
-16.104205,15
-16.10406,15
-16.10392,80
-16.10378,80
-16.10364,80
-16.1035,80
-16.10336,80
-16.10322,80
-16.10308,80
-16.10294,80
-16.1028,80
-16.10266,80
-16.10252,80
-16.10238,80
-16.10224,15
-16.102095,15
-16.101955,15
-16.101815,15
-16.101675,15
-16.101535,15
-16.101395,15
-16.101255,15
-16.101115,15
-16.100975,15
-16.100835,15
-16.100695,15
-16.10022,15
-16.10008,80
-16.09994,80
-16.0998,80
-16.09966,80
-16.09952,80
-16.099375,80
-16.099235,80
-16.099095,80
-16.098945,80
-16.0988,80
-16.09865,80
-16.098505,80
-16.098355,15
-16.09821,80
-16.09807,15
-16.09793,15
-16.09779,15
-16.08009,15
-16.07995,15
-16.07981,80
-16.07967,15
-16.07953,15
-16.07939,15
-16.07925,15
-16.07911,80
-16.078965,80
-16.078825,80
-16.078685,80
-16.078545,80
-16.078405,80
-16.078265,80
-16.078125,80
-16.077985,80
-16.077845,80
-16.0777,80
-16.07756,80
-16.07742,15
-16.07728,15
-16.07714,15
-16.077,15
-16.07686,15
-16.076715,15
-16.076575,15
-16.076435,80
-16.07629,80
-16.07615,15
-16.07601,15
-16.07587,15
-16.075725,15
-16.075585,80
-16.075445,80
-16.0753,80
-16.07516,80
-16.075015,80
-16.07487,80
-16.074725,80
-16.07458,80
-16.074435,80
-16.074295,80
-16.074155,80
-16.074015,80
-16.073875,15
-16.073735,15
-16.073595,80
-16.073435,15
-16.073295,15
-16.073155,15
-16.073015,15
-16.072875,15
-16.072735,15
-16.072575,15
-16.072435,15
-16.072295,15
-16.072155,15
-16.071995,80
-16.071855,80
-16.07171,80
-16.071555,80
-16.07141,80
-16.07127,80
-16.07111,80
-16.07097,80
-16.07083,80
-16.07067,80
-16.07053,80
-16.07039,80
-16.07023,15
-16.07009,15
-16.06995,15
-16.069805,15
-16.06965,15
-16.069505,15
-16.069365,15
-16.069205,15
-16.069065,15
-16.068925,15
-16.068785,15
-16.068625,15
-16.068485,15
-16.068345,80
-16.068205,80
-16.068045,80
-16.067905,80
-16.067765,80
-16.067625,80
-16.067485,80
-16.06734,80
-16.066875,80
-16.066735,80
-16.066595,80
-16.06645,80
-16.06631,15
-16.06617,15
-16.06603,80
-16.06589,80
-16.06575,15
-16.06561,15
-16.06547,15
-16.06533,15
-16.06519,15
-16.065045,15
-16.064905,15
-16.064765,15
-16.064625,15
-16.064485,80
-16.06434,80
-16.0642,80
-16.06406,80
-16.06392,80
-16.063775,80
-16.063635,80
-16.063495,80
-16.063355,80
-16.063215,80
-16.063075,80
-16.062925,80
-16.062775,15
-16.06263,15
-16.062485,15
-16.062335,15
-16.062195,15
-16.062055,15
-16.06191,15
-16.06177,15
-16.06163,15
-16.06149,15
-16.06135,15
-16.06121,15
-16.06107,15
-16.06093,83
-16.06079,81
-16.06065,81
-16.06051,81
-16.06037,81
-16.06023,81
-16.06009,81
-16.05995,81
-16.05981,81
-16.05967,81
-16.059525,81
-16.059385,81
-16.059245,81
-16.059105,81
-16.058965,81
-16.058825,81
-16.058685,81
-16.058545,81
-16.058405,81
-16.058265,81
-16.058125,81
-16.057985,81
-16.05784,81
-16.0577,81
-16.05756,81
-16.05742,81
-16.05728,81
-16.05714,81
-16.057,81
-16.056855,81
-16.056715,81
-16.056575,81
-16.056435,81
-16.056295,81
-16.056155,81
-16.056015,81
-16.055875,81
-16.05573,81
-16.05559,81
-16.05545,81
-16.05531,81
-16.05517,81
-16.05503,81
-16.05489,81
-16.05475,81
-16.054605,81
-16.054465,81
-16.054325,81
-16.054185,81
-16.054045,81
-16.053905,81
-16.053765,81
-16.053625,81
-16.053485,81
-16.053345,81
-16.0532,81
-16.05306,81
-16.05292,81
-16.05278,81
-16.05264,81
-16.04555,81
-16.04541,15
-16.04527,15
-16.04513,15
-16.04499,81
-16.04485,81
-16.04471,81
-16.04457,15
-16.04443,81
-16.04429,81
-16.044145,83
-16.044005,80
-16.043865,80
-16.043725,80
-16.043585,80
-16.043445,80
-16.043305,80
-16.043165,80
-16.04302,80
-16.04288,80
-16.04274,80
-16.0426,80
-16.04246,15
-16.04232,80
-16.04218,80
-16.04204,80
-16.041895,80
-16.041755,80
-16.041615,80
-16.041475,80
-16.041335,80
-16.041195,80
-16.041055,80
-16.040915,80
-16.04077,15
-16.04063,80
-16.04049,80
-16.040345,80
-16.040205,80
-16.040065,80
-16.039925,80
-16.039785,80
-16.03964,80
-16.0395,80
-16.03936,80
-16.03922,80
-16.03906,80
-16.038915,15
-16.038765,80
-16.03862,80
-16.038475,80
-16.038325,80
-16.03818,80
-16.03804,80
-16.0379,80
-16.03776,80
-16.03762,80
-16.03748,80
-16.03734,80
-16.037195,15
-16.037055,80
-16.036915,80
-16.036775,80
-16.036635,80
-16.036495,80
-16.036355,80
-16.03621,80
-16.03607,80
-16.03593,80
-16.03579,80
-16.03565,80
-16.03551,80
-16.03537,15
-16.03523,80
-16.03509,80
-16.034945,80
-16.034805,80
-16.034665,80
-16.034525,80
-16.034385,80
-16.034245,80
-16.034105,80
-16.03396,80
-16.03353,80
-16.03339,15
-16.03325,80
-16.03311,80
-16.03297,80
-16.03283,80
-16.03269,80
-16.03255,80
-16.03241,80
-16.03227,80
-16.03213,80
-16.03199,80
-16.03185,80
-16.03171,80
-16.03157,15
-16.03143,80
-16.03129,80
-16.03115,80
-16.031005,80
-16.030865,80
-16.030725,80
-16.030585,80
-16.030445,80
-16.030305,80
-16.030165,80
-16.03002,80
-16.02988,15
-16.02974,80
-16.0296,80
-16.02946,80
-16.02932,80
-16.02918,80
-16.029035,80
-16.028895,80
-16.028755,80
-16.028615,80
-16.028475,80
-16.028335,80
-16.028195,80
-16.028055,15
-16.02791,80
-16.02777,80
-16.02763,80
-16.02749,80
-16.027345,80
-16.027205,80
-16.027065,80
-16.02692,80
-16.02678,80
-16.02664,80
-16.0265,80
-16.026355,15
-16.026215,80
-16.02607,80
-16.025925,80
-16.025775,80
-16.02563,80
-16.02548,80
-16.025335,80
-16.02519,80
-16.02505,80
-16.02491,80
-16.02477,80
-16.02463,80
-16.007725,15
-16.007585,80
-16.007445,80
-16.007305,80
-16.007165,80
-16.007025,80
-16.00688,80
-16.00674,80
-16.0066,80
-16.00646,80
-16.00632,80
-16.00618,80
-16.00604,15
-16.0059,80
-16.00576,80
-16.00562,80
-16.00548,80
-16.00534,80
-16.005195,80
-16.005055,80
-16.004915,80
-16.004775,80
-16.004635,80
-16.004495,80
-16.004355,80
-16.004215,15
-16.004075,80
-16.003935,80
-16.003795,80
-16.003655,80
-16.003515,80
-16.003375,80
-16.003235,80
-16.003095,80
-16.002955,80
-16.002815,80
-16.002675,80
-16.00253,15
-16.00239,80
-16.002245,80
-16.002105,80
-16.001965,80
-16.001825,80
-16.00168,80
-16.00154,80
-16.0014,80
-16.00126,80
-16.0011,80
-16.000955,80
-16.00081,80
-16.00066,15
-16.000165,80
-16.000025,80
-15.999885,80
-15.999725,80
-15.999585,80
-15.999445,80
-15.999305,80
-15.999145,80
-15.999005,80
-15.998865,80
-15.998725,80
-15.99858,15
-15.998425,80
-15.99828,80
-15.99814,80
-15.998,80
-15.99784,80
-15.9977,80
-15.99756,80
-15.99742,80
-15.99726,80
-15.99712,80
-15.99698,80
-15.99684,80
-15.9967,15
-15.996555,80
-15.996415,80
-15.996275,80
-15.996135,80
-15.995995,80
-15.995855,80
-15.995715,80
-15.995575,80
-15.99543,80
-15.99529,80
-15.99515,80
-15.99501,15
-15.99487,80
-15.99473,80
-15.99459,80
-15.994445,80
-15.994305,80
-15.994165,80
-15.994025,80
-15.993885,80
-15.993745,80
-15.993605,80
-15.99346,80
-15.99332,80
-15.99318,15
-15.99304,80
-15.9929,80
-15.99276,80
-15.99262,80
-15.99248,80
-15.99234,80
-15.992195,80
-15.992055,80
-15.991915,80
-15.991775,80
-15.991635,80
-15.991495,15
-15.991355,83
-15.991215,81
-15.991075,81
-15.990935,81
-15.990795,81
-15.990655,81
-15.990515,81
-15.990375,81
-15.990235,81
-15.990095,81
-15.989955,81
-15.989815,81
-15.989675,81
-15.989535,81
-15.98939,81
-15.989245,81
-15.989105,81
-15.988965,81
-15.988825,81
-15.988685,81
-15.98854,81
-15.9884,81
-15.98826,81
-15.98812,81
-15.98797,81
-15.987825,81
-15.987675,81
-15.98753,81
-15.98738,81
-15.987235,81
-15.987095,81
-15.986955,81
-15.986815,81
-15.98667,81
-15.98653,81
-15.98639,81
-15.98625,81
-15.98611,81
-15.98597,81
-15.98583,81
-15.98569,81
-15.985545,81
-15.985405,81
-15.985265,81
-15.985125,81
-15.984985,81
-15.984845,81
-15.9847,81
-15.98456,81
-15.98442,81
-15.98428,81
-15.98414,81
-15.984,81
-15.983365,81
-15.983215,81
-15.98307,81
-15.982925,81
-15.982785,81
-15.982645,81
-15.9825,81
-15.977875,81
-15.977735,81
-15.977595,81
-15.977455,15
-15.97731,81
-15.97717,81
-15.97703,81
-15.97689,81
-15.97675,81
-15.97661,81
-15.97647,83
-15.97633,80
-15.97619,80
-15.976045,80
-15.975905,80
-15.97576,80
-15.97561,80
-15.975465,80
-15.975315,80
-15.975175,80
-15.975035,80
-15.974895,80
-15.974755,15
-15.974615,80
-15.97447,80
-15.97433,80
-15.97419,80
-15.97405,80
-15.97391,80
-15.97377,80
-15.97363,80
-15.973485,80
-15.973345,80
-15.973205,80
-15.973065,15
-15.972925,80
-15.972785,80
-15.972645,80
-15.972505,80
-15.97236,80
-15.97222,80
-15.97208,80
-15.97194,80
-15.9718,80
-15.97166,80
-15.97152,80
-15.971375,80
-15.971235,15
-15.971095,80
-15.970955,80
-15.970815,80
-15.970675,80
-15.970535,80
-15.970395,80
-15.970255,80
-15.97011,80
-15.96997,80
-15.96983,80
-15.96969,80
-15.96955,15
-15.96941,80
-15.96927,80
-15.96913,80
-15.968985,80
-15.968845,80
-15.968705,80
-15.968565,80
-15.968425,80
-15.968285,80
-15.968145,80
-15.968005,80
-15.967865,80
-15.96772,15
-15.96758,80
-15.96744,80
-15.9673,80
-15.96685,80
-15.96669,80
-15.96655,80
-15.96641,80
-15.96625,80
-15.96611,80
-15.96597,80
-15.96583,80
-15.96567,15
-15.96553,80
-15.965385,80
-15.96524,80
-15.96508,80
-15.96494,80
-15.9648,80
-15.96464,80
-15.9645,80
-15.96436,80
-15.9642,80
-15.964055,80
-15.96391,80
-15.963765,15
-15.96362,80
-15.963475,80
-15.963335,80
-15.963195,80
-15.963055,80
-15.962915,80
-15.962775,80
-15.962635,80
-15.96249,80
-15.96235,80
-15.96221,80
-15.96207,15
-15.96193,80
-15.96179,80
-15.96165,80
-15.96151,80
-15.96137,80
-15.96123,80
-15.96109,80
-15.96095,80
-15.960805,80
-15.960665,80
-15.960525,80
-15.960385,80
-15.960245,15
-15.960105,80
-15.959965,80
-15.959825,80
-15.959685,80
-15.95954,80
-15.9594,80
-15.95926,80
-15.95912,80
-15.95898,80
-15.95884,80
-15.9587,80
-15.958555,15
-15.958415,80
-15.958275,80
-15.958135,80
-15.957995,80
-15.957855,80
-15.957715,80
-15.957575,80
-15.957435,80
-15.95729,80
-15.95715,80
-15.95701,80
-15.95687,80
-15.95673,15
-15.95659,80
-15.95645,80
-15.956305,80
-15.956165,80
-15.956025,80
-15.955885,80
-15.955745,80
-15.955605,80
-15.955465,80
-15.955325,80
-15.955185,80
-15.95504,15
-15.9549,80
-15.95476,80
-15.95462,80
-15.95448,80
-15.95434,80
-15.9542,80
-15.95406,80
-15.9539,80
-15.95376,80
-15.95362,80
-15.953475,80
-15.95333,80
-15.95317,15
-15.95303,80
-15.95287,80
-15.95273,80
-15.95259,80
-15.95245,80
-15.95231,80
-15.95217,80
-15.952025,80
-15.95188,80
-15.95173,80
-15.951585,80
-15.95144,15
-15.95129,80
-15.951145,80
-15.951005,80
-15.950865,80
-15.950725,80
-15.950585,80
-15.94816,80
-15.94802,80
-15.94788,80
-15.94774,80
-15.947595,80
-15.947455,80
-15.947315,15
-15.947175,80
-15.947035,80
-15.946895,80
-15.946755,80
-15.946615,80
-15.94647,80
-15.94633,80
-15.94619,80
-15.94605,80
-15.94591,80
-15.94577,80
-15.94563,15
-15.94549,80
-15.945345,80
-15.945205,80
-15.945065,80
-15.944925,80
-15.944785,80
-15.944645,80
-15.944505,80
-15.944365,80
-15.94422,80
-15.94408,80
-15.94394,80
-15.9438,15
-15.94366,80
-15.94352,80
-15.94338,80
-15.943235,80
-15.943095,80
-15.942955,80
-15.942815,80
-15.942675,80
-15.942535,80
-15.942395,80
-15.942255,80
-15.942115,15
-15.94197,80
-15.94183,80
-15.94169,80
-15.94155,80
-15.94141,80
-15.94127,80
-15.94113,80
-15.940985,80
-15.940845,80
-15.940705,80
-15.940565,80
-15.940425,80
-15.94028,15
-15.94012,80
-15.93998,80
-15.939835,80
-15.939695,80
-15.939555,80
-15.939415,80
-15.93927,80
-15.93913,80
-15.93899,80
-15.93884,80
-15.938695,80
-15.938545,15
-15.9384,83
-15.938255,81
-15.93811,81
-15.93797,81
-15.93783,81
-15.93769,81
-15.93755,81
-15.93741,81
-15.93727,81
-15.937125,81
-15.936985,81
-15.936845,81
-15.936705,81
-15.936565,81
-15.936425,81
-15.936285,81
-15.936145,81
-15.936005,81
-15.935865,81
-15.935725,81
-15.935585,81
-15.935445,81
-15.935305,81
-15.93516,81
-15.93502,81
-15.93488,81
-15.93474,81
-15.9346,81
-15.93446,81
-15.93432,81
-15.920635,81
-15.920495,81
-15.920355,81
-15.920215,81
-15.920075,81
-15.91993,81
-15.91979,81
-15.91965,81
-15.91951,81
-15.91937,81
-15.91923,81
-15.91909,81
-15.91895,81
-15.918805,81
-15.918665,81
-15.918525,81
-15.918385,81
-15.918245,81
-15.918105,81
-15.917965,81
-15.917825,81
-15.917685,81
-15.917545,81
-15.9174,81
-15.91726,81
-15.916685,81
-15.916535,81
-15.916385,81
-15.91624,81
-15.91153,81
-15.911385,81
-15.911245,81
-15.911105,81
-15.910965,81
-15.910825,81
-15.910685,81
-15.910545,81
-15.9104,81
-15.91026,81
-15.91012,83
-15.90998,80
-15.90984,80
-15.9097,80
-15.90956,80
-15.90942,80
-15.90928,80
-15.909135,80
-15.908995,80
-15.908855,80
-15.908715,80
-15.908575,80
-15.908435,15
-15.908295,80
-15.908155,80
-15.908015,80
-15.907875,80
-15.907735,80
-15.907595,80
-15.907455,80
-15.907315,80
-15.907175,80
-15.907035,80
-15.906895,80
-15.906755,15
-15.906615,80
-15.906475,80
-15.90633,80
-15.90619,80
-15.90605,80
-15.90591,80
-15.90577,80
-15.90563,80
-15.90549,80
-15.90535,80
-15.905205,80
-15.905065,80
-15.904925,15
-15.904785,80
-15.904645,80
-15.904505,80
-15.90436,80
-15.90422,80
-15.90408,80
-15.90394,80
-15.9038,80
-15.90366,80
-15.90352,80
-15.90338,80
-15.90324,15
-15.9031,80
-15.902955,80
-15.902815,80
-15.902675,80
-15.902535,80
-15.90239,80
-15.90225,80
-15.90211,80
-15.901965,80
-15.901825,80
-15.901685,80
-15.901545,80
-15.901405,15
-15.901265,80
-15.90112,80
-15.900975,80
-15.900825,80
-15.90068,80
-15.90019,80
-15.900045,80
-15.899905,80
-15.899765,80
-15.899625,80
-15.899465,80
-15.899325,15
-15.899185,80
-15.899045,80
-15.898905,80
-15.898765,80
-15.898625,80
-15.89848,80
-15.89834,80
-15.8982,80
-15.89806,80
-15.89792,80
-15.89778,80
-15.89764,80
-15.8975,15
-15.897355,80
-15.897215,80
-15.897075,80
-15.896935,80
-15.896795,80
-15.896655,80
-15.896515,80
-15.896375,80
-15.89623,80
-15.89609,80
-15.89595,80
-15.89581,15
-15.89567,80
-15.89553,80
-15.89539,80
-15.895245,80
-15.895105,80
-15.894965,80
-15.894825,80
-15.894685,80
-15.894545,80
-15.894405,80
-15.894265,80
-15.894125,80
-15.893985,15
-15.893845,80
-15.893705,80
-15.893565,80
-15.893425,80
-15.893285,80
-15.893145,80
-15.893,80
-15.89286,80
-15.89272,80
-15.89258,80
-15.89244,80
-15.8923,15
-15.89216,80
-15.89202,80
-15.89188,80
-15.89174,80
-15.8916,80
-15.891455,80
-15.891315,80
-15.891175,80
-15.891035,80
-15.890895,80
-15.890755,80
-15.890615,80
-15.890475,15
-15.89033,80
-15.89019,80
-15.890045,80
-15.889905,80
-15.889765,80
-15.889625,80
-15.889485,80
-15.88934,80
-15.8892,80
-15.88906,80
-15.88891,80
-15.888765,15
-15.88862,80
-15.88847,80
-15.888325,80
-15.88818,80
-15.88804,80
-15.8879,80
-15.887755,80
-15.887615,80
-15.887475,80
-15.887335,80
-15.887195,80
-15.887055,80
-15.886915,15
-15.886775,80
-15.886635,80
-15.88649,80
-15.88635,80
-15.88621,80
-15.88607,80
-15.88593,80
-15.88579,80
-15.88565,80
-15.88551,80
-15.885365,80
-15.885225,15
-15.885085,80
-15.884945,80
-15.884805,80
-15.884665,80
-15.884525,80
-15.884385,80
-15.88424,80
-15.8841,80
-15.88396,80
-15.883345,80
-15.883195,80
-15.883045,80
-15.882905,15
-15.88276,80
-15.88262,80
-15.88248,80
-15.88234,80
-15.8822,80
-15.88206,80
-15.88192,80
-15.881775,80
-15.881635,80
-15.881495,80
-15.881355,80
-15.881215,15
-15.881075,80
-15.880935,80
-15.88079,80
-15.88065,80
-15.88051,80
-15.88037,80
-15.88023,80
-15.88009,80
-15.87995,80
-15.87981,80
-15.87967,80
-15.87953,80
-15.87939,15
-15.87925,80
-15.87911,80
-15.87897,80
-15.87883,80
-15.87869,80
-15.87855,80
-15.87841,80
-15.87827,80
-15.87813,80
-15.87799,80
-15.877845,80
-15.877705,15
-15.877565,80
-15.877425,80
-15.87728,80
-15.87714,80
-15.877,80
-15.876855,80
-15.876715,80
-15.876575,80
-15.876435,80
-15.876295,80
-15.87615,80
-15.876005,80
-15.87586,15
-15.87571,80
-15.875565,80
-15.87542,80
-15.875275,80
-15.875135,80
-15.87499,80
-15.87485,80
-15.87471,80
-15.87457,80
-15.87443,80
-15.87429,80
-15.87415,15
-15.87401,83
-15.873865,81
-15.873725,81
-15.873585,81
-15.873445,81
-15.873305,81
-15.873165,81
-15.873025,81
-15.872885,81
-15.87274,81
-15.8726,81
-15.87246,81
-15.87232,81
-15.87218,81
-15.87204,81
-15.8719,81
-15.87176,81
-15.871615,81
-15.871475,81
-15.871335,81
-15.871195,81
-15.871055,81
-15.870915,81
-15.870775,81
-15.870635,81
-15.870495,81
-15.87035,81
-15.87021,81
-15.87007,81
-15.86993,81
-15.86979,81
-15.86965,81
-15.86951,81
-15.869365,81
-15.869225,81
-15.869085,81
-15.868945,81
-15.868805,81
-15.868665,81
-15.868525,81
-15.851045,81
-15.850905,81
-15.850765,81
-15.850625,81
-15.848105,81
-15.847965,81
-15.847825,81
-15.847685,81
-15.847545,81
-15.847405,81
-15.84726,81
-15.84712,81
-15.84698,81
-15.84684,81
-15.8467,81
-15.84656,81
-15.84642,81
-15.846275,81
-15.846135,81
-15.84151,81
-15.84137,81
-15.841225,81
-15.841085,81
-15.840945,81
-15.840805,81
-15.840665,81
-15.840525,81
-15.84038,81
-15.84024,81
-15.8401,83
-15.83995,83
-15.839805,83
-15.839655,80
-15.83951,80
-15.83936,80
-15.83922,80
-15.839075,80
-15.838935,80
-15.838795,80
-15.838655,80
-15.838515,80
-15.838375,15
-15.838235,80
-15.838095,80
-15.837955,80
-15.837815,80
-15.837675,80
-15.837535,80
-15.837395,80
-15.837255,80
-15.837115,80
-15.836975,80
-15.836835,80
-15.836695,15
-15.836555,83
-15.836415,80
-15.836275,80
-15.83613,80
-15.83599,80
-15.83585,80
-15.83571,80
-15.83557,80
-15.83543,80
-15.83529,80
-15.83515,80
-15.835005,80
-15.834865,15
-15.834725,80
-15.834585,80
-15.834445,80
-15.834305,80
-15.834165,80
-15.834025,80
-15.833885,80
-15.83349,80
-15.83335,80
-15.83321,80
-15.83307,80
-15.832925,15
-15.832785,83
-15.832645,80
-15.832505,80
-15.832365,80
-15.832225,80
-15.832085,80
-15.831945,80
-15.831805,80
-15.83166,80
-15.83152,80
-15.83138,80
-15.83124,80
-15.8311,15
-15.83096,80
-15.83082,80
-15.83068,80
-15.83052,80
-15.830375,80
-15.830235,80
-15.830095,80
-15.829955,80
-15.829815,80
-15.829675,80
-15.82953,80
-15.82939,15
-15.829245,83
-15.829105,80
-15.828965,80
-15.82882,80
-15.82868,80
-15.82854,80
-15.8284,80
-15.82826,80
-15.82812,80
-15.827975,80
-15.827825,80
-15.827675,80
-15.82753,15
-15.827385,80
-15.827235,80
-15.827095,80
-15.826955,80
-15.826815,80
-15.826675,80
-15.826535,80
-15.826395,80
-15.82625,80
-15.82611,80
-15.82597,80
-15.82583,15
-15.82569,83
-15.82555,80
-15.825405,80
-15.825265,80
-15.825125,80
-15.824985,80
-15.824845,80
-15.824705,80
-15.824565,80
-15.824425,80
-15.824285,80
-15.824145,80
-15.824005,15
-15.823865,80
-15.823725,80
-15.823585,80
-15.823445,80
-15.823305,80
-15.823165,80
-15.823025,80
-15.822885,80
-15.822745,80
-15.822605,80
-15.82246,80
-15.82232,15
-15.82218,83
-15.82204,83
-15.8219,80
-15.82176,80
-15.82162,80
-15.82148,80
-15.82134,80
-15.821195,80
-15.821055,80
-15.820915,80
-15.820775,80
-15.820635,80
-15.820495,15
-15.820355,80
-15.820215,80
-15.82007,80
-15.81993,80
-15.81979,80
-15.81965,80
-15.81951,80
-15.81937,80
-15.81923,80
-15.81909,80
-15.81895,80
-15.818805,15
-15.818665,83
-15.818525,80
-15.818385,80
-15.818245,80
-15.818105,80
-15.817965,80
-15.817825,80
-15.81768,80
-15.81754,80
-15.8174,80
-15.81726,80
-15.815915,80
-15.815765,15
-15.81562,80
-15.81548,80
-15.81534,80
-15.8152,80
-15.81506,80
-15.81491,80
-15.81476,80
-15.814615,80
-15.81447,80
-15.81432,80
-15.814175,80
-15.814035,15
-15.813895,83
-15.813755,80
-15.813615,80
-15.813475,80
-15.813335,80
-15.81319,80
-15.81305,80
-15.81291,80
-15.81277,80
-15.81263,80
-15.81249,80
-15.81235,80
-15.812205,15
-15.812065,80
-15.811925,80
-15.811785,80
-15.811645,80
-15.811505,80
-15.811365,80
-15.81122,80
-15.81108,80
-15.81094,80
-15.8108,80
-15.81066,80
-15.81052,15
-15.81038,83
-15.81024,80
-15.8101,80
-15.80996,80
-15.80982,80
-15.80968,80
-15.80954,80
-15.8094,80
-15.80926,80
-15.80912,80
-15.80898,80
-15.80884,80
-15.8087,15
-15.80856,80
-15.80842,80
-15.80828,80
-15.808135,80
-15.807995,80
-15.807855,80
-15.807715,80
-15.807575,80
-15.807435,80
-15.807295,80
-15.807155,80
-15.80701,15
-15.80687,83
-15.80673,80
-15.80659,80
-15.80645,80
-15.80631,80
-15.80617,80
-15.806025,80
-15.805885,80
-15.805745,80
-15.805605,80
-15.805465,80
-15.805325,80
-15.805185,15
-15.805045,80
-15.804905,80
-15.80476,80
-15.80462,80
-15.80448,80
-15.80434,80
-15.8042,80
-15.80406,80
-15.80392,80
-15.80378,80
-15.803635,83
-15.803495,15
-15.803355,83
-15.803215,81
-15.80307,81
-15.80293,81
-15.80279,81
-15.80265,81
-15.80251,81
-15.802365,81
-15.802225,81
-15.802085,81
-15.80194,81
-15.80179,81
-15.78479,81
-15.78465,81
-15.78449,81
-15.78435,81
-15.78421,81
-15.784065,81
-15.783925,81
-15.783345,81
-15.7832,81
-15.783055,81
-15.782915,81
-15.782775,81
-15.782635,81
-15.782495,81
-15.78235,81
-15.78221,81
-15.78207,81
-15.78193,81
-15.78179,81
-15.78165,81
-15.78151,81
-15.78137,81
-15.78123,81
-15.78109,81
-15.78095,81
-15.78081,81
-15.78067,81
-15.78053,81
-15.78039,81
-15.78023,81
-15.78009,81
-15.779945,81
-15.779805,81
-15.77965,81
-15.779505,81
-15.779365,81
-15.77922,81
-15.77908,81
-15.77892,81
-15.77878,81
-15.77864,81
-15.77848,81
-15.778335,81
-15.778195,81
-15.778035,81
-15.777885,81
-15.77774,81
-15.77308,81
-15.77294,81
-15.7728,81
-15.77266,81
-15.772515,81
-15.772375,81
-15.772235,81
-15.772095,81
-15.771955,81
-15.771815,81
-15.771675,83
-15.771535,80
-15.771395,80
-15.77125,80
-15.77111,80
-15.77097,80
-15.77083,80
-15.77069,80
-15.77055,80
-15.77041,80
-15.77027,80
-15.770125,80
-15.769985,15
-15.769845,80
-15.769705,80
-15.769565,80
-15.769425,80
-15.769285,80
-15.769145,80
-15.769005,80
-15.768865,80
-15.768725,80
-15.768585,80
-15.768445,80
-15.768305,15
-15.768165,80
-15.768025,80
-15.767885,80
-15.767745,80
-15.767605,80
-15.767465,80
-15.76732,80
-15.76685,80
-15.76671,80
-15.76657,80
-15.766425,80
-15.766285,80
-15.766145,15
-15.766,80
-15.765855,80
-15.765705,80
-15.765555,80
-15.76541,80
-15.76526,80
-15.765105,80
-15.76496,80
-15.76482,80
-15.76468,80
-15.76454,80
-15.7644,15
-15.76426,80
-15.76412,80
-15.763975,80
-15.763835,80
-15.763695,80
-15.763555,80
-15.763415,80
-15.763275,80
-15.763135,80
-15.76299,80
-15.762835,80
-15.762695,80
-15.76255,15
-15.76241,80
-15.76227,80
-15.76213,80
-15.76199,80
-15.76185,80
-15.76171,80
-15.76157,80
-15.76143,80
-15.761285,80
-15.761145,80
-15.761005,80
-15.760865,15
-15.760725,80
-15.760585,80
-15.760445,80
-15.760305,80
-15.76016,80
-15.76002,80
-15.75988,80
-15.75974,80
-15.7596,80
-15.75946,80
-15.75932,80
-15.75918,80
-15.759035,15
-15.758895,80
-15.758755,80
-15.758615,80
-15.758475,80
-15.758335,80
-15.758195,80
-15.758055,80
-15.75791,80
-15.75777,80
-15.75763,80
-15.75749,80
-15.75735,15
-15.75721,80
-15.75707,80
-15.75693,80
-15.75679,80
-15.756645,80
-15.756505,80
-15.756365,80
-15.756225,80
-15.756085,80
-15.755945,80
-15.755805,80
-15.755665,80
-15.755525,15
-15.75538,80
-15.75524,80
-15.7551,80
-15.75496,80
-15.75482,80
-15.75468,80
-15.75454,80
-15.7544,80
-15.75426,80
-15.754115,80
-15.75397,80
-15.753805,15
-15.75366,80
-15.753515,80
-15.75337,80
-15.75323,80
-15.75309,80
-15.75295,80
-15.75281,80
-15.752665,80
-15.752525,80
-15.752385,80
-15.752245,80
-15.752105,80
-15.751965,15
-15.751825,80
-15.751685,80
-15.75154,80
-15.7514,80
-15.75126,80
-15.75112,80
-15.75098,80
-15.75084,80
-15.7507,80
-15.750555,80
-15.7481,80
-15.74796,15
-15.747815,80
-15.747675,80
-15.747535,80
-15.747395,80
-15.747255,80
-15.747115,80
-15.746975,80
-15.74683,80
-15.74669,80
-15.74655,80
-15.74641,80
-15.74627,80
-15.74613,15
-15.74599,80
-15.74585,80
-15.745705,80
-15.745565,80
-15.745425,80
-15.745285,80
-15.745145,80
-15.745005,80
-15.744865,80
